controller,time_s,target_x_px,target_y_px,end_effector_x_px,end_effector_y_px,target_error_px,q_error_norm_rad,sliding_norm,tracking_lyapunov,augmented_lyapunov,clearance_px,reference_clearance_px,collision,saturated,q1,q2,q3,dq1,dq2,dq3,q_d1,q_d2,q_d3,dq_d1,dq_d2,dq_d3,dq_r1,dq_r2,dq_r3,ddq_r1,ddq_r2,ddq_r3,tau1,tau2,tau3,tau_raw1,tau_raw2,tau_raw3,inertia_hat1,inertia_hat2,inertia_hat3,damping_hat1,damping_hat2,damping_hat3,bias_hat1,bias_hat2,bias_hat3,disturbance1,disturbance2,disturbance3
adaptive,2.4000000000000004,311.5127541350505,724.3009498606266,471.89541966910434,573.6061016232253,220.07166262175053,4.305569879550975,12.357493464464872,101.11543605266928,1732.390841373363,1000000.0,1000000.0,0,1,-0.739917139424227,2.538211490018065,-2.810016228385027,5.069408076994056,4.719785804050473,-11.58993227533006,2.881563030001532,-1.2653416977285163,1.1699794861583683,0.30548130924380507,-0.08669274466200919,0.15296795544433475,-5.01792896626385,4.872571494204001,-4.453411229828046,-8.612167979840574,-10.593890119222952,24.218192179925616,-60.0,-60.0,60.0,-333.87554421346874,-302.20556081607447,735.7496125770057,30.0,30.0,30.0,0.0,0.0,0.0,14.986482558704036,-15.0,12.205715957268783,20.170843737996098,-16.94999606676048,13.174671455396615
adaptive,2.5,303.862766134368,715.8319358514352,528.7132119703004,543.855579433919,283.0787702376534,4.567221338830771,11.066267631394245,195.31788431225704,1057.238280037134,1000000.0,1000000.0,0,1,-1.0808866127501897,1.789517334502654,-1.299588713225809,-4.491180158081803,-11.481533776342165,15.0,2.9212680164825118,-1.283820302412697,1.19260019888657,0.39704986480979776,-0.18478604684180777,0.22620712728201708,-4.1650114910839715,-6.33146132067251,5.2105849515067755,10.595863297968528,21.623051387990788,-28.846949454565348,60.0,60.0,-60.0,304.8329109410428,678.5640257643416,-905.8406013724286,30.0,29.773396726141343,30.0,0.0,0.07211157314486748,0.0,15.0,-15.0,11.06387258998846,24.403102923839192,-23.897396099684077,13.751999907098956
adaptive,2.6,297.17334959572634,706.7051509003611,499.68198834345054,550.3461331118317,255.84739828899947,4.72691976676918,11.814952801904642,93.33563904094693,1638.5302071443052,1000000.0,1000000.0,0,1,-0.8599117013046094,1.8485752810360365,-2.497667382914751,4.98353561354407,2.89332285810277,-11.27762139678796,2.969167035485345,-1.312003347806977,1.222227274523478,0.4789901900283303,-0.2818304539428005,0.29627075636907885,-4.429222950750933,5.963382902730345,-4.830310543113637,-8.276955894838816,-7.287373420121421,23.803133782360156,-60.0,-60.0,60.0,-319.68737763083516,-191.34096242513232,720.8057670340803,30.0,30.0,30.0,0.0,0.0,0.0,14.902149399900651,-15.0,12.630178997747375,28.78150333143977,-27.895324464965196,13.99417338149842
adaptive,2.7,291.51134295795265,697.0117868257213,536.9012546355603,486.4209586709296,323.36466358596624,3.9373149034637858,12.890557989952033,206.6461526409324,1213.1442467005654,1000000.0,1000000.0,0,1,-1.0379273934994862,1.0072679120430106,-0.9811365002519503,-4.330771553181923,-13.011583873151283,15.0,3.0243874040101044,-1.34955706116156,1.2584078449208462,0.5522036852475967,-0.3755371335458284,0.3618057039736865,-3.8895373340923944,-5.08918707995497,4.84089439431928,10.419338199095218,24.383950130117213,-28.67684100293594,60.0,60.0,-60.0,300.22755128739374,690.2755408428711,-902.3811561662799,30.0,26.86782564456459,30.0,0.0,0.8882674902868974,0.0,15.0,-15.0,11.598609261159483,32.23405983896459,-25.918228680623148,13.879559243380344
adaptive,2.8000000000000003,286.933319119761,686.8486965171495,494.9078909423258,491.049209818661,285.6411411477184,4.275775375707002,12.72002849757852,88.89446216564625,1633.5457949667666,1000000.0,1000000.0,0,1,-0.9991584659263912,0.9835653318485322,-2.1916765400515814,3.773980957061704,2.9503432010435304,-11.320616876486346,3.0861416497572254,-1.3959922080070797,1.3005838912093814,0.6175424574712145,-0.46435146845519815,0.42176046288535496,-3.7782279255207247,-5.223466548166422,-5.160089288951892,-5.73059949101719,-7.657917195037317,24.021142519106444,-60.0,-60.0,60.0,-232.09886776028344,-247.43275484795933,725.8917921777283,30.0,30.0,30.0,0.0,0.0,0.0,14.867629734273141,-15.0,13.224066158068398,33.915466201253835,-19.462335419796172,13.418395632353121
adaptive,2.9000000000000004,283.48502018204914,676.317426213538,498.82754594703476,432.89276222962894,325.00456987329045,3.3717545876778323,12.741569008819656,178.93769411426825,1233.2814522302638,1000000.0,1000000.0,0,1,-1.0329947385238656,0.23769171176441484,-0.6823503521972287,-4.083195539233869,-11.172404356015077,15.0,-3.1294666365936017,-1.450712633412998,1.3481238159015474,0.6757702082875934,-0.5472042540591842,0.4753992469216591,-3.517173587851879,-3.9240129444140104,4.536347583119212,10.035878948402809,20.48859954978815,-28.58005657022497,60.0,60.0,-60.0,289.4725001603762,656.8533139952226,-901.0310361014542,30.0,30.0,30.0,0.0,0.0,0.0,15.0,-13.20176185517381,12.238381744062885,33.41405549972214,-13.413335994095348,12.651876920328728
adaptive,3.0,281.20090040794656,665.5232008865854,461.80845835879995,456.5336112949236,276.2168324824939,4.0210558946146,12.075398368625011,94.93695452089753,1489.3332425050153,1000000.0,1000000.0,0,1,-1.059391654577917,0.34516221103819955,-1.9287392604815252,3.175909499986136,3.69874072330985,-11.685465034964306,-3.0567101412312434,-1.5130510653601528,1.4003551899530304,0.7275649536235818,-0.6233843194715477,0.5223137405148304,-3.267072019683071,-4.339810872268252,-5.38586797297523,-4.436935127940706,-9.335150098046228,24.816593016255055,-60.0,-60.0,60.0,-186.59613637082185,-297.4123013579732,749.484015542855,30.0,30.0,30.0,0.0,0.0,0.0,14.830193414585404,-14.796407965726045,13.91256613076381,30.85259056141405,-12.348992572763976,11.648473940967026
adaptive,3.1,280.1037819672065,654.573872867662,443.312295541623,414.8517853733326,290.0063760261305,2.947501431008738,13.198736041955234,170.25092008870556,1284.0657522819495,1000000.0,1000000.0,0,1,-1.0359330035480836,-0.40614996347108434,-0.4215793126522511,-3.9283793726543843,-10.755388005082667,15.0,-2.9793561062210414,-1.582298497432142,1.456596918657481,0.7735403501020219,-0.692474320719891,0.5624172870445086,-3.113305855243893,-3.044771388642007,4.318769749663973,9.811138332986001,19.507481104506148,-28.54019690519136,60.0,60.0,-60.0,284.224591094043,629.094826215646,-901.1542285075944,30.0,30.0,30.0,0.0,0.0,0.0,15.0,-13.027926614698863,12.904630600845557,26.85820733744017,-17.074779037739056,10.497817694028246
adaptive,3.2,280.2046269046296,643.5788442229662,417.4970272330465,451.1967884490147,236.34732613623967,3.803238945940053,10.962717207537919,99.06894616119327,1319.398590537874,1000000.0,1000000.0,0,1,-1.0565445428748372,-0.32466880364599815,-1.7179186015384618,2.989490344344469,2.9096939835507474,-12.269417798264596,-2.8979290823361072,-1.657729392146325,1.5161883325691283,0.8142702388493408,-0.7543089471418316,0.5959141391164707,-2.868498840073199,-3.420430124142486,-5.502242607027521,-3.990062196470631,-7.8742424750690505,26.003977855034094,-60.0,-60.0,60.0,-169.60527894540178,-246.8235084125286,785.8072337838347,30.0,30.0,30.0,0.0,0.0,0.0,14.755477944776853,-14.724262270315808,14.613627440899322,22.408870150014412,-24.014314408164594,9.302692875108075
adaptive,3.3000000000000003,281.5024276109362,632.6479736442426,372.8795527368107,442.1672971421327,211.2644483034738,2.581952568295474,14.531270545596614,176.75992810917816,1470.2863059467986,1000000.0,1000000.0,0,1,-1.0260295691716474,-1.2086282152268724,-0.20829577084142725,-4.332139327233941,-11.453393494383972,15.0,-2.812898278305977,-1.738622652997347,1.5785128862834945,0.8503080403013034,-0.8089326085102209,0.6232455371436667,-2.723429377967357,-1.8689214840511696,4.19686285139351,10.6837986783282,20.81276330322082,-28.535749760037724,60.0,60.0,-60.0,315.1662200454455,676.052422104579,-902.0127836572526,30.0,30.0,30.0,0.0,0.0,0.0,15.0,-13.331634966623296,13.53087941030139,18.593931918677892,-27.915896666036286,8.169856424898715
adaptive,3.4000000000000004,283.9842168904647,621.8904787770485,379.75266637389535,484.7192433206189,167.29478100976033,3.6138445653577143,11.071504127822337,109.47618011508743,1323.6902300112736,1000000.0,1000000.0,0,1,-0.9800721471986815,-1.1240449080909434,-1.5537652854178168,3.4094449991206295,3.5706651931527054,-12.767856380678525,-2.7246784348432698,-1.8242774985336359,1.6430150316546106,0.8821984346270744,-0.8565484553628894,0.6450214537111608,-2.607014140662102,-2.2570136362482747,-5.527788526503157,-4.771650538500637,-9.26354198519483,26.995037168141078,-60.0,-60.0,60.0,-193.76565800893553,-286.21697487344886,816.5713186067584,30.0,30.0,30.0,0.0,0.0,0.0,14.517387015220024,-15.0,15.0,16.34742257308399,-25.826886142652747,7.200501249625825
adaptive,3.5,287.62519752510445,611.4138449541418,339.29123449131737,508.16043027032333,115.45842117257045,2.3972749270940117,14.80833931786484,168.33726025633138,1520.0306278386283,1000000.0,1000000.0,0,1,-1.0066812936134637,-1.9725223588747527,-0.0504895070064153,-4.618846617911714,-10.632675465309315,15.0,-2.6336301654756977,-1.9140234909515612,1.7092099920193435,0.9104826936757217,-0.8974599241792535,0.6619496036473314,-2.343415050048747,-0.780462188332871,4.181348601698849,11.310841226874556,19.124934422880354,-28.547877185727593,60.0,60.0,-60.0,337.9778262134145,626.8747964518482,-902.7338589100632,30.0,30.0,30.0,0.0,0.0,0.0,15.0,-13.717910657531784,13.841589143331941,16.21936595078658,-19.328204354466024,6.48121696011332
adaptive,3.6,292.38899003990235,601.3227512375662,379.94218290428785,516.3001525273227,122.04263137195701,3.5738877933457855,12.36946765568387,125.70824349927004,1498.17725903489,1000000.0,1000000.0,0,1,-0.7875975473340118,-1.642082106976093,-1.4132441467432033,3.9826860795901866,5.790997534874734,-12.895816448878985,-2.540060070071129,-2.0072244499632843,1.7766871884538542,0.9357009540456902,-0.9320095901172303,0.6747719643451058,-2.569224091428544,-1.6622942760916126,-5.511735979619952,-5.867028853596393,-13.731112030903427,27.235611615358444,-60.0,-60.0,60.0,-229.63969716364528,-426.7465281709682,824.2205898685304,30.0,30.0,30.0,0.0,0.0,0.0,14.31737052964111,-15.0,15.0,18.241114779054914,-13.337924117537762,6.076255079734034
adaptive,3.7,298.22799619475103,591.7180245000657,348.9716630179618,540.8596649947772,71.84352757370834,2.3834494664954646,14.438345464076127,156.57182874100488,1460.0179810675618,1000000.0,1000000.0,0,1,-0.8633822647425324,-2.3935466115126234,0.08513008573814318,-3.976323482551961,-9.80188188872886,15.0,-2.444220560691634,-2.103276386784202,1.845108732777467,0.9583950937949501,-0.9605193682091802,0.6842154432361323,-2.2032814981032534,-0.3799789187523377,4.20417273731478,10.076640478177543,17.455588818336256,-28.564127438696197,60.0,60.0,-60.0,297.9374662520185,574.7155522315811,-903.1298520738602,30.0,30.0,30.0,0.0,0.0,0.0,15.0,-13.360275801587404,13.818547124918554,21.917674433773488,-12.389370089705757,6.021789647184043
